Part_id,Sc_id,abspathanglesrate,enddistance,endpupilsize,eyemovementvelocity,fixationrate,maxdistance,maxpupilsize,maxpupilvelocity,meanabspathangles,meandistance,meanfixationduration,meanpathdistance,meanpupilsize,meanpupilvelocity,meanrelpathangles,mindistance,minpupilsize,minpupilvelocity,relpathanglesrate,startdistance,startpupilsize,stddevabspathangles,stddevdistance,stddevfixationduration,stddevpathdistance,stddevpupilsize,stddevpupilvelocity,stddevrelpathangles,Answer
P24_01,seg1,4.830175282294899e-06,704.95,4.114,0.0007921431886409,3.285730363558801e-06,753.2,4.2835,3.404178674351586e-05,1.4856849423384548,705.045365572826,235.7894736842105,243.6506210972783,3.878570811744391,1.244080876003571e-06,1.1868025722603794,695.8,2.375,0.0,3.817418231494552e-06,716.9,3.9625,1.129544779914342,8.340819071524493,127.24134336954322,192.75443274424265,0.1818535355841821,2.6344050484237768e-06,1.0219037990313506,0
P24_01,seg2,4.913840131183739e-06,702.5999999999999,3.603,0.0009196593833238,3.387539144656736e-06,718.0999999999999,4.584,9.235018614146752e-05,1.465517611714301,703.9594073647868,220.58163265306123,274.28182176425275,3.8752856731875736,1.343009022016861e-06,1.216782264829135,695.8,2.237,0.0,4.0377771944157794e-06,700.15,3.948,1.0877273305687385,3.5439021139414217,114.16852469177591,208.80143523560903,0.1866712795711523,3.6255537828339614e-06,1.0017697667914376,1
P24_01,seg3,5.123984198413766e-06,697.05,4.065,0.0010940578615202,3.5278683273496007e-06,715.6,4.478,8.03410592049958e-05,1.4666701978361996,702.5605473204104,233.23300970873785,313.1590571057715,3.8803540478905454,1.3862180953475286e-06,1.3347770045572112,696.0,2.281,0.0,4.617482226831532e-06,705.0,3.907,1.0413432017176834,2.9328936738475395,124.20509634672764,276.8884985788041,0.1689938340184571,4.141555249050234e-06,0.9287303587076946,0
P24_01,seg4,4.947757950913013e-06,709.0999999999999,3.4065000000000003,0.0009108874051548,3.3527931041667315e-06,724.6,4.3175,5.106574602221554e-05,1.4909258070913065,708.9714123006829,234.9183673469388,274.48099789303586,3.6072875854214144,1.3092569314414616e-06,1.549543863268548,693.4,2.527,0.0,5.089273449179426e-06,695.85,3.845,1.21026310295827,6.160179072835335,186.78659047376,200.93216709298,0.1824535545931678,2.587877269214873e-06,1.1284904944106255,0
P24_01,seg5,5.112948030597487e-06,699.8,4.0085,0.0009811279963807,3.495258992635213e-06,714.45,4.329,4.256979885920144e-05,1.4774520348233369,706.041042626728,216.1980198019802,283.5095420489636,3.6267108294930814,1.31719449901086e-06,1.3359271854456416,697.95,2.596,0.0,4.576947914208298e-06,706.25,3.462,1.1381308080777337,2.612536635745011,143.6605039530337,245.301112770512,0.207710058720336,2.525147005778916e-06,1.0029658896340767,0
P24_01,seg6,4.889879275275943e-06,698.3,3.447,0.0009791294697262,3.5217494615003384e-06,714.3,4.329,4.256979885920144e-05,1.4022274939063917,704.2229597701165,222.90196078431373,280.7763106721317,3.7335137931034414,1.1472627924996505e-06,1.2505516125847569,695.8,2.596,0.0,4.317773988430144e-06,710.0999999999999,3.5815,1.1984370075422544,2.903953726202269,135.47375689777874,226.18927914249184,0.2424146787281865,2.2215587978080347e-06,1.0287908320664731,1
P24_01,seg7,4.353878241367093e-06,697.3,3.603,0.0008406957943316,3.320147571123328e-06,710.5,4.3575,4.256979885920144e-05,1.3253013610807396,701.5150668993597,244.41052631578947,255.9040971556164,3.74926236183828,1.2133287693238878e-06,1.3234312123940737,693.85,2.596,0.0,4.301481937476269e-06,705.4000000000001,3.676,1.1518029858427905,3.050981708771201,151.10814041865467,185.05540430301787,0.2735801446771855,2.3822252700332323e-06,1.0591686742182858,1
P24_01,seg8,4.693324351431184e-06,701.4000000000001,3.696,0.0009258626362984,3.48721696745812e-06,710.5,4.3575,4.401080756529572e-05,1.3593239649785067,700.7048850574715,228.43564356435644,268.1568916955285,3.753068678160924,1.3679004089302368e-06,1.3531180558944405,693.85,2.616,0.0,4.625178298073413e-06,704.2,4.149,1.1561584873640378,3.012912452659398,111.65369817803476,185.73553327079452,0.2675807838259176,2.722880434501735e-06,1.0902347518499726,1
P24_01,seg9,4.755685506760001e-06,696.5,3.3035,0.0008426044661692,3.2284638214659507e-06,705.0999999999999,4.3575,6.952867006904833e-05,1.4892363839068576,698.1718457943929,250.7934782608696,263.8604311571689,3.62967990654205,1.561794549575518e-06,1.4173810467994352,690.3,2.1235,0.0,4.476485964936046e-06,699.55,3.264,1.0363649737603668,2.0714872906062056,151.79544782033994,191.32860711727585,0.2408387339806034,3.89409532198558e-06,1.0307213556672383,1
P24_01,seg10,4.946167801471151e-06,697.25,3.56,0.0008346663575913,3.195240313848442e-06,703.7,4.167,6.952867006904833e-05,1.565179682984155,697.6261835184102,253.17582417582412,264.1242427286421,3.6182378725891295,1.4952486473999197e-06,1.3725508242820448,690.3,2.1235,0.0,4.289242260034274e-06,698.35,4.0025,1.0484300750708582,1.9705406356405564,153.36409788521735,188.6667770623652,0.2364144470034831,3.878053146708015e-06,1.0410171723533546,1
P24_01,seg11,4.673910716156549e-06,729.9,3.8205,0.0006790396805556,3.0196772351273435e-06,741.25,4.221,7.127416836795964e-05,1.5660276025669628,701.7645528930443,271.1744186046512,227.51715802198947,3.534340736411453,1.4115298731722132e-06,1.386239297565056,690.3,2.1235,0.0,4.088646522568303e-06,698.1500000000001,3.702,0.9749362675982518,13.122646659150506,189.32724187069297,173.5945652291347,0.2199048263708911,4.376836039307246e-06,1.0175001530164691,1
P24_01,seg12,5.150738462089709e-06,719.8,3.357,0.0009416492596191,3.22846200877503e-06,741.25,4.221,8.435905133593517e-05,1.612947579837542,722.1069217289718,246.30434782608697,294.87633774019406,3.624238609813084,1.4041214617981442e-06,1.3722527107446114,692.9,2.084,0.0,4.333955618228016e-06,696.25,3.3165,0.9958226238112408,10.517573184490956,164.6010654586399,259.4138057476835,0.242532990492912,4.719036413583009e-06,0.9604532540233124,1
P24_01,seg13,5.201288834826242e-06,694.2,3.62,0.0010426859944671,3.5743507750309462e-06,711.9,4.035,4.220954668267787e-05,1.469298095017956,700.8938787185359,226.04807692307693,294.5455624603318,3.555927917620138,1.0207515349728724e-06,1.4253472759960413,692.2,2.79,0.0,4.996716311016916e-06,711.1,3.628,1.234916382615389,3.696843786199016,114.25438996963678,238.15835270819505,0.1350082019972749,2.148645969628349e-06,1.139194296587068,1
P24_01,seg14,4.5821121213790624e-06,695.3,3.796,0.0009844724683028,3.3012938183135698e-06,709.55,4.044,0.0001247072951065,1.4025849062162046,698.3350601030329,244.0,301.3471054504351,3.557249856897541,1.2027715859641694e-06,1.3612771043972582,691.1,1.555,0.0,4.40035119622183e-06,709.25,3.4655,1.2228763965578486,2.945022211120233,194.8356392341747,241.2025632666368,0.1823418090585248,4.079332346695221e-06,1.106623449630672,1
P24_01,seg15,4.7255571035791055e-06,690.7,3.605,0.0010316318270952,3.101566840771323e-06,709.35,4.205,0.0001247072951065,1.5403460727389744,696.3155162738487,259.5,336.2714699130744,3.6785788439955134,1.273654034948828e-06,1.4472247788428452,687.35,1.555,0.0,4.39108472465372e-06,696.5,3.473,1.1580273716586815,3.985213649919092,289.5160228252099,265.6452598139842,0.190663218157662,4.2199648161986645e-06,1.0293621376077853,1
P24_01,seg16,5.000600240377979e-06,719.5999999999999,3.5780000000000003,0.0009513262519749,3.724360173195975e-06,737.9,4.121,9.870909636745723e-05,1.3553403751528617,714.109733487833,193.41121495327104,257.8432222662664,3.5156509269988376,2.0097944647486027e-06,1.3036769129966843,690.7,1.713,0.0,4.76460793659245e-06,702.5,3.8745,1.167972944492551,9.110476577279698,105.69330437648073,239.8139856425027,0.1822959950644322,5.757653838248033e-06,1.1087233862748171,1
P24_01,seg17,4.666037714856334e-06,712.5,3.503,0.0008380733544984,3.492858344649903e-06,737.9,3.9655,9.870909636745723e-05,1.3493731906319846,716.813720930232,209.76,242.36274660675565,3.4854415697674392,1.8565421971973688e-06,1.368395278163557,693.95,1.713,0.0,4.6840186487908444e-06,693.95,3.4185,1.1699727211767206,7.994530605126488,106.01535242357568,235.25467326390665,0.186562202565986,5.506783206867135e-06,1.0766661728795268,1
P24_01,seg18,4.818356999987453e-06,704.95,3.585,0.000868317363303,3.400558598425768e-06,737.9,4.8805,0.0001227859501651,1.4313895106539054,712.5421669525435,222.2828282828283,257.9510745579626,3.4637404230989155,1.9903659318101047e-06,1.3473283968458458,698.6,1.077,0.0,4.489110191771137e-06,718.0999999999999,3.6395,1.1877263144567145,7.431889921638456,114.22418347214555,222.99796187803443,0.1953005834061131,6.385914834507731e-06,1.053536272282153,1
P24_02,seg1,5.32916062032967e-06,598.2,3.7705,0.0013489992785969,3.713958896306085e-06,598.65,4.3365,0.0001261558784676,1.4491072026188727,570.4560909090906,212.95098039215685,366.82035131107847,3.653129999999995,1.3910936248248784e-06,1.4534702820662997,558.85,1.419,0.0,5.292283220192792e-06,569.5,3.4195,1.1045898551061772,11.114350676308138,178.34199970959014,320.8979715776606,0.2514631698929557,5.339637978281416e-06,1.0760106893419232,0
P24_02,seg2,5.500373067592336e-06,606.5,3.41,0.0013786272806607,3.8666374844969724e-06,608.5999999999999,4.3365,0.0001261558784676,1.4360688311902503,577.3768833535842,203.06603773584905,359.9398883050739,3.7061995747266017,1.4271240634703104e-06,1.5708727834901783,558.85,1.419,0.0,5.959391897679235e-06,571.4,3.6625,1.0900245185054551,16.511954275276366,173.01050168334407,305.7393790961093,0.2558083958232788,5.462577984591466e-06,1.0584353799489803,0
P24_02,seg3,5.594238146672781e-06,600.0,3.633,0.0012523034054408,3.837028332404038e-06,608.5,4.141,7.9200192146031e-05,1.4715869305652598,602.1520697811947,211.96296296296296,329.42346682990524,3.5769949733885267,1.0212685166901034e-06,1.3797159326321535,593.05,1.881,0.0,5.195971918175523e-06,601.55,3.7305,1.0528235608757817,2.4187339291413963,121.02582762322454,275.10200863941964,0.2188402996476338,3.615082090600083e-06,1.0693848425681522,0
P24_02,seg4,5.603193337266752e-06,605.45,3.4665,0.0012737621461477,3.797426770475896e-06,612.6,3.894,3.8006604623236265e-05,1.4895763434635176,605.817740011926,205.53773584905665,338.6222544707924,3.508335122242099,1.1293315893757883e-06,1.2665706150824507,598.9000000000001,2.087,0.0,4.71895993097048e-06,606.05,3.6795,1.2590316409740898,2.2593837384280886,112.19202709371211,204.1873838112119,0.1798480558330646,3.0970514952775683e-06,1.1625200294751734,0
P24_02,seg5,5.832912026962846e-06,603.85,3.1255,0.0012444832441961,4.073667350204432e-06,612.55,3.894,7.433649573675993e-05,1.4444178711943472,604.5350530660387,191.5478260869565,308.1743441371313,3.432396226415093,1.0468413083532663e-06,1.3476645975095338,598.65,1.804,0.0,5.394460099989664e-06,605.7,3.6745,1.197628331768229,2.555871670718691,105.62854839701582,230.05063683035715,0.2458294606794802,3.453706609240981e-06,1.142246425452092,1
P24_02,seg6,6.041139487464326e-06,606.0,3.4575,0.0011697626224249,4.2072321393458105e-06,612.7,3.829,7.433649573675993e-05,1.4481666227347108,604.765578635015,186.83898305084745,280.41252645028027,3.3805118694362,1.0741886653403729e-06,1.4736977740044594,598.65,1.616,0.0,6.095100695448959e-06,610.2,3.651,1.1463438348069457,2.674163083147276,97.00233236591303,235.0181459638146,0.23258913797443,3.922420304507037e-06,1.125631544544398,1
P24_02,seg7,6.086072431116168e-06,605.85,3.6705,0.0009542467745515,4.070047461795941e-06,614.65,4.071,0.0001280019212295,1.508683233101007,606.4047062350118,196.84070796460176,236.54928943107728,3.41094184652278,1.1771112009136327e-06,1.6242683709636083,598.65,0.985,0.0,6.4938431771439005e-06,603.5,3.523,1.0745124834055917,3.2692432982701725,107.54920521487574,174.41886962450693,0.2791289265266909,5.118990034681024e-06,1.035940202485205,1
P24_02,seg8,6.3494828784041625e-06,605.5999999999999,3.545,0.0010585653606376,4.260119549877953e-06,614.65,4.071,0.0001280019212295,1.5032957936481357,607.1484848484856,182.84615384615384,250.62463895456256,3.486492727272727,1.25906816691212e-06,1.579072980374841,600.0,0.985,0.0,6.6120475431929394e-06,603.2,3.246,1.1069758583818106,2.485402038743663,89.86077501302582,180.6684852687938,0.2542069206926388,5.156161074132901e-06,1.0640674332817133,0
P24_02,seg9,6.007076074676314e-06,614.45,3.4080000000000004,0.0011094180790721,4.051935349824391e-06,618.3,4.071,0.0001280019212295,1.4961213200538788,608.9274846625759,192.0272727272728,276.3114733889188,3.557975153374234,1.3648957687649264e-06,1.4270003521017232,601.7,0.985,0.0,5.676983840512955e-06,609.2,3.2905,1.098804064246661,2.440322549995204,94.0902805859916,185.7224555727076,0.2426624967308527,5.065250873545874e-06,0.9933234462419152,0
P24_02,seg10,6.227924785888787e-06,611.3,3.4435,0.0011451102289551,4.0675074888783525e-06,618.3,4.071,7.510806916426512e-05,1.5453175619995725,609.2865527950302,188.1559633027523,284.1329990431504,3.5303928571428504,1.3803852466481278e-06,1.3993529279855574,601.7,1.35,0.0,5.587440376290515e-06,609.05,3.7425,1.102274960834659,2.694945129860693,97.75187544965348,184.2103987118384,0.2348675959175566,4.427800348391433e-06,0.9858961013320718,0
P24_02,seg11,6.197537542082441e-06,612.25,3.3775,0.0012546813381753,3.973118253218189e-06,622.3,4.256,7.510806916426512e-05,1.5745831054280353,611.5899258343632,196.65420560747663,318.7717741719261,3.5603254017305312,1.3140958621765772e-06,1.3757376821521363,606.05,1.35,0.0,5.3638008611482924e-06,610.95,3.637,1.0578615939552043,2.2982355619623664,96.79185046816526,247.3219404719657,0.242568037654939,4.390833260796168e-06,1.0132376232221272,1
