Part_id,Sc_id,Answer,enddistance,maxdistance,meandistance,mindistance,startdistance,stddevdistance
P24_01,seg1,1,702.55,753.2,705.2981433506046,695.8,750.1500000000001,8.329647537379843
P24_01,seg2,1,706.9000000000001,718.0999999999999,704.8195876288665,699.05,699.25,3.752681861544553
P24_01,seg3,1,695.45,715.6,701.3625865051904,693.0,703.35,3.2038612211068256
P24_01,seg4,0,704.75,724.6,708.887041773231,701.2,718.75,3.920656988868409
P24_01,seg5,1,701.0999999999999,710.5,703.0028119507892,695.8,706.35,2.7405624421543338
P24_01,seg6,1,700.0,705.0999999999999,699.1778508771924,693.85,700.0999999999999,1.917082359060649
P24_01,seg7,1,697.95,703.7,698.6592869718303,695.2,698.35,1.3553026946872817
P24_01,seg9,1,729.9,741.25,704.1334938704027,691.75,695.85,15.468388401967593
P24_01,seg10,1,721.6500000000001,741.25,723.399104744852,692.9,696.25,12.747249302857371
P24_01,seg11,1,693.0999999999999,709.35,698.1575885328824,691.1,694.45,3.114284728439656
P24_01,seg12,1,694.25,705.45,698.4417897480449,692.2,702.5,2.23275904833674
P24_01,seg13,1,690.7,709.35,696.3840775063201,687.35,695.7,4.763232130025838
P24_01,seg15,1,712.5,737.9,717.9819539249147,707.65,723.8,5.852086260465128
P24_02,seg1,1,569.95,574.3,565.5612785388125,558.85,571.0999999999999,3.666982132714917
P24_02,seg2,1,605.05,608.5999999999999,599.429253867153,587.0,587.0,4.356581394444707
P24_02,seg3,1,602.75,608.35,602.0094306049825,596.95,604.2,1.876732215125661
P24_02,seg4,0,605.15,612.6,605.665357142856,598.9000000000001,608.45,2.589372287762368
P24_02,seg5,1,611.4000000000001,614.65,604.770421903051,598.65,604.5,2.9080654180960126
P24_02,seg6,0,608.3,614.65,607.8880474452552,601.7,608.45,2.1333422705719283
P24_02,seg7,1,611.75,617.05,608.3132783882778,601.7,609.05,2.4570793105218023
P24_02,seg9,1,612.25,622.3,612.1707169459954,606.05,611.65,2.301665094415653
P24_02,seg10,1,614.3,622.3,612.410756608933,606.5,610.65,2.2049707596946058
P24_02,seg11,1,626.2,630.75,625.126645338208,619.0,620.75,2.466543894134809
P24_02,seg12,1,623.0,629.65,622.6774491682066,615.75,624.45,2.252597382434105
P24_02,seg13,0,623.4,632.1,626.7668925022575,619.0,623.2,2.3124073922530672
P24_02,seg15,1,633.4,641.7,633.9589400921652,627.75,633.0,2.389422277498993
P24_03,seg1,1,761.3,772.05,763.6005937234942,755.0999999999999,764.05,3.6062168759700186
P24_03,seg2,1,655.2,762.5,749.3450980392158,655.2,759.25,21.95196393668712
P24_03,seg4,1,702.7,721.45,694.5556628621598,623.65,630.7,19.171473503279326
P24_03,seg5,1,703.45,707.0,688.3877142857142,628.5,630.0,19.22191503815346
P24_03,seg6,1,692.3,707.0,690.7327891156468,628.5,628.5,10.990691180219509
P24_03,seg7,1,678.5,700.2,685.4562753036438,666.2,687.65,7.100998532737728
P24_03,seg9,1,393.9,700.5999999999999,652.4211237553347,393.9,681.1,84.61441863898182
